Basketball	No one on Spain s basketball team is looking past Sunday s World Cup final.Certainly not Marc Gasol, who scored 33 points to lead the Spanish over Australia 95-88 in double overtime on Friday in the semifinals. Ricky Rubio scored 19 points and Sergio Llull added 17.Spain will next face Argentina, which defeated France 80-66 in the other semifinal game.Gasol won the NBA title a few months ago with the Toronto Raptors. And now he can do the double by winning with Spain, which won this title 13 years ago when it was called the world championship.
Basketball	Livingston won three championships with the Warriors and played 15 seasons in the NBA after being the No. 4 overall pick of the 2004 draft by the LA Clippers. His career was marked by his valuable backup role with the Warriors as well as a gruesome knee injury he suffered in the 2006-07 season against the Charlotte Hornets. It took Livingston nearly two years to return to an NBA court, but he did, playing four games for the Miami Heat in the 2008-09 season. From there, he became a valuable backup guard, spending time with the Oklahoma City Thunder (2008-09), Washington Wizards (2009-10), Charlotte Bobcats (2010-11), Milwaukee Bucks (2011-12), Washington Wizards and Cleveland Cavaliers (2012-13) before signing with Golden State in the summer of 2014.He is just the second player in NBA history to complete a tenure of at least five seasons with a team having made an NBA Finals appearance in each season, joining Tom Heinsohn, who did so in all nine of his seasons with the Boston Celtics from 1956-65. In his career, Livingston averaged 6.3 points, 3 assists and 2.4 rebounds per game over 833 career games. He was waived by the Warriors in early July.
Basketball	The No. 7 overall pick in the 2016 NBA Draft just enjoyed his best season as a pro, averaging 18.2 points, 4.8 assists, and 4.2 rebounds in 32.6 minutes per game.In the playoffs, Murray averaged 21.7 points and 4.7 assists per game while leading Denver to Game 7 in the Western Conference Semifinals before bowing out to the Trail Blazers.Now, Murray and Nuggets will return most of their roster and be a strong NBA Finals contender in the Western Conference.
Basketball	Nearly a week after Morey s radio appearance, Houston s ideal third star has been identified. It s Jimmy Butler, the same player the Rockets had a chance to acquire from the Timberwolves in November, but couldn t complete the deal. Minnesota, as you know, went on to deal Butler to Philadelphia for a package headlined by Robert Covington and Dario Saric.Morey is now attempting to atone for that misstep by forcing a sign-and-trade for Butler just as he enters free agency in a landscape that could feature 10 teams with max cap space. It s ballsy and will take some serious cap gymnastics, but it sounds like Morey and Rockets owner Tilman Fertitta are on the same page, for better or worse.
Basketball	T he Milwaukee Bucks announced that guard Malcolm Brogdon will be out for at least Games 1 and 2 of their Eastern Conference second round series against the Boston Celtics. Brogdon hasn t played since March 15th, when he suffered a partially torn plantar fascia in his right foot. The hope for Milwaukee was that Brogdon would return in time to start the second round, but the team now says he won t be re-evaluated until after Game 2.Brogdon started all 64 games he played for the Bucks and turned in the best season of his career. The 2017 NBA Rookie of the Year averaged 15.6 points, 3.2 assists and 4.5 rebounds per game. But what made Brodgon s year special was that he joined the exclusive 50/40/90 club for players who shoot at least 50% from the floor overall, 40% on three-pointers and 90% at the free throw line. Brogdon shot 50.5% overall, 42.6% from behind the arc and and NBA-leading 92.8% at the charity stripe. All three of those figures were career-highs.
Basketball	After scoring 30 points that felt like 40 in Game 1, Damian Lillard put up 29 points in Game 2 of Portland s first-round series against Oklahoma City. Each one of his buckets felt like a dagger to the heart. In propelling Portland to a 2-0 series lead, they may have also been a dagger to the Thunder s playoff hopes.On one play, Lillard made a meme out of Raymond Felton, turning him around with a nasty crossover before ending the third quarter at the buzzer with a step-back three.In a series where the Thunder have a both triple-double machine and a dual candidate for both MVP and Defensive Player of the year, the Trail Blazers have the difference maker.
Basketball	The Sixers have received plenty of bad news recently with the aggravation of a left knee injury to their superstar Joel Embiid. This time they get a bit of good news. Per Shams Charania of The Athletic and Stadium, James Ennis is available to play tonight in game 2 against the Brooklyn Nets. Trailing 1-0 in the best of 7 game series, the Sixers  rotation was already dangerously thin. It didn t help when Ennis injured his quad with a contusion weeks ago. To make matters worse he aggravated the injury and missed even more time. But the perimeter player acquired in a trade around the deadline from the Houston Rockets might be able to provide a spark off the bench.Ennis won the  quiet tournament  head coach Brett Brown discusses occasionally. Coach Brown wanted to see who would be the most reliable among Ennis, Jonathon Simmons and Furkan Korkmaz. Ennis won that fight for minutes and a playoff rotation handily as he is the only one of the three who can reliably help on both ends of the floor.
Canadian National	"Trump stunned the world when he swept into office in 2016. From the beginning, Canadians wanted to know if Trudeau could assert himself with this brash real estate developer, a man who had called Mexicans rapists, bragged about grabbing women by the genitals and called for a travel ban on Muslims before getting elected.Trudeau visited Trump at the White House in early 2017 and the two ""affirmed their longstanding commitment to close co-operation"" in a statement. But then Trump, who had already called NAFTA “the worst trade deal in history” on the campaign trail, ordered his administration to move forward with renegotiations. The U.S. issued big demands later in 2017, setting up Trudeau to declare he was “pushing back” a few months later, a move that was followed by the U.S. slapping tariffs on metals exports.By the time Trudeau hosted Trump and other G7 leaders in Quebec in June 2018, the trade dispute was starting to turn nasty. Trump blew up the summit in a tweet after jetting off early, insulting the prime minister from Air Force One as a “dishonest” and “weak” man for the crime of standing up against the tariffs."
Canadian National	An Ipsos poll released in May, 2019 found 37% of Canadians believe immigration is a “threat” to white Canadians, while 53% disagreed.Some polls suggest Conservative voters and those with less education take the hardest line on immigration and refugee issues, but one caution here is that answers to polls depend on what questions are asked.An Environics poll released in April, 2019 found much more positive attitudes, including that 59% disagreed with the statement, “overall there is too much immigration in Canada” while 77% agreed, “overall, immigration has a positive impact on the economy of Canada.”However, what these polls show collectively is that Canadians have serious concerns about Trudeau’s immigration and refugee policies.This despite the fact Trudeau and Co. have essentially argued for four years that any response other than support for ever-increasing immigration levels is at best uninformed and at worst, racist, which is utterly absurd.
Canadian National, International	The Liberals are boasting that they stood up to U.S. President Donald Trump in new television ads released Saturday, touting a North American free trade deal that remains in limbo, as a multinational chief executive took credit for a breakthrough in the talks.Stephen Schwarzman, head of the Blackstone Group, has penned a book in which he says he brokered a deal between Trudeau and Trump that saw the Canadian prime minister make concessions on dairy, according to a report in The Globe and Mail about the book, to be published next week.Schwarzman claims that Trump had refused to meet with Trudeau while they were both at the UN in New York in September 2018, ahead of a Sept. 30 deadline, and that Trudeau asked him to intervene as NAFTA talks had stalled.The Globe quotes Schwarzman as writing about how he told Trudeau to “empty your pockets on dairy.”“I told him I did deals for a living and the moment had come to stop agonizing. If he refused to meet the U.S. demands of a deal, Canada would almost certainly go into a recession, and no politician wins re-election in a recession. If he did a deal, at least he’d have a chance of political survival,” Mr. Schwarzman writes.“Empty your pockets on dairy. Make any last concessions you can and draw the line on Chapter 19 [a dispute-resolution mechanism] and the cultural exemption, the law protecting Canadian media from foreign ownership, if you have to. Move the lingering secondary issues to the bottom of the page and state simply what you are or are not prepared to do about them. Send the documents to the administration and walk away,” Schwarzman writes, according to Globe quotes from the book.If Schwarzman’s account is accurate, the book undermines the claim that Chrystia Freeland, the foreign affairs minister who led the negotiations, and Trudeau crafted a deal through canny negotiations.Freeland is the narrator of ads that the Liberal Party released Saturday morning which attempt to capitalize on the credibility she gained through the tough 14-months of talks that ended last year.
Canadian National	On the second day of his re-election campaign, Justin Trudeau went to Alberta.It's something of a tradition now. Trudeau went to Alberta on the second day of his campaign for the Liberal leadership in 2012, and went back on the second day of the federal election in 2015.As prime minister, he has made nearly two dozen trips to the province. His most recent visit was in July, when he dropped by the Edmonton terminal of the Trans Mountain pipeline — the pipeline his government bought for $4.5 billion in 2018 so that a multi-billion-dollar expansion project could proceed.If he makes a point of going there, it's not because Albertans are particularly keen to see him, or because a Liberal majority hinges on winning a significant number of the province's 34 seats. Matching the four seats the Liberals won in 2015 would be considered an achievement for the party. Current projections say the Liberals would be lucky to retain even a single seat in the province.But for Trudeau, Alberta still looms large — and keeping two or three seats there might mean more than just a slightly larger parliamentary caucus.
Canadian National	"In Trudeau's own estimation, his father's political legacy cast its largest and darkest shadow in two provinces: Quebec and Alberta. In Quebec, he has largely slain the beast — the Liberals won 40 seats there in 2015 and could win 50 this time.In Alberta, the stigma persists. And not even the purchase of a pipeline has done much to shake the majority view there that Justin Trudeau, like his father, is one of those ""eastern bastards"" who feels a callous disregard for the West and its resources.But Trudeau also has said that he can't claim to be a prime minister for all Canadians and a leader who listens if he doesn't spend time in Alberta — that doing so is part of the work of holding the country together.And the province isn't quite the electoral wasteland for Liberals it's sometimes alleged to be. The party still has hopes of retaining at least a few of the four seats it won in Alberta four years ago. On Thursday evening, Trudeau was in the riding of Edmonton-Strathcona, where the NDP incumbent, Linda Duncan, is not seeking re-election."
Canadian National	"Millennials may be known for their expensive lattes and avocado toast, but will they have an appetite for politics in the federal election this fall? It's a question that could have a major impact on the outcome.Specific definitions of this generation vary, but Canadians between the ages of 18 and 38 will make up as much as 37 per cent of the electorate in this federal election, according to Abacus Data. That means the outcome could be decided by millennials if they collectively put their support behind a particular political party. In the 2015 federal election, Elections Canada estimated about 57 per cent of the population from ages 18 to 34 cast ballots, up from 42.5 per cent in 2011. The surge in the millennial vote was largely credited to helping the Liberals win a majority government. This time around, all party leaders are paying close attention to the millennial vote as they prepare to unveil their platforms.At his campaign launch on Wednesday, for example, Liberal leader Justin Trudeau spoke about his party's work on protecting the environment and ensuring prosperity for all Canadians, including millennials. ""These are the things that young Canadians expect, indeed, that all Canadians expect,"" Trudeau said. Meanwhile, Conservative leader Andrew Scheer is expected to unveil a housing policy aimed at millennials.NDP leader Jagmeet Singh is planning to address concerns from young people about the climate crisis. And the Greens have promised to eliminate tuition for post-secondary students."
Canadian National	"Green Party Leader Elizabeth May doesn't much like politics. She says, in fact, that there are many other jobs she'd rather have.So why does she stay in it?""Because I have to save the whole world and we're running out of time,"" she told Power & Politics host Vassy Kapelos over lunch last week. ""I loved practising law when I practised law. But I think my job would be the one I was on a path to do before I got involved in politics, which is to be an Anglican priest.""May has been at the helm of the federal Greens since 2006, and was elected to the House of Commons in 2011."
Canadian National	When Trudeau was first elected, an NDP government was in power in the country’s largest oil-producing region in Alberta, while a Liberal government was in charge in Canada’s most populous province, Ontario. Since then, a wave of Tory blue has swept across the country frustrating the prime minister’s attempts to align with the provinces and achieve his political goals.In 2016, Brian Pallister’s Progressive Conservatives in Manitoba ended almost two decades of NDP government there. In June 2018, Doug Ford’s Progressive Conservatives were elected in Ontario, setting up the first right-of-centre government in the province since the early 2000s. That was followed by Quebec Premier François Legault’s right-leaning Coalition Avenir Québec winning in October 2018. Also that year, in New Brunswick, Blaine Higgs’ Progressive Conservatives were sworn in after defeating the Liberal government in a non-confidence vote.This spring, Jason Kenney’s United Conservative Party swept to power in Alberta, while Dennis King’s Progressive Conservatives have come to power in Prince Edward Island. Meanwhile, Pallister has just successfully held on to his Tory government in Manitoba.Many of the true-blue premiers are fighting Trudeau over a law requiring them his attempt to put a price on pollution, and have created a very different political landscape for the federal election.
Canadian National	Here are some useful definitions of terms you'll come across in election coverage.Advance polls — During specific times and days before election day, polls are opened for people who want to vote early. The ballots are not counted until election day.Attack ad — A negative ad that criticizes a political candidate. These ads are paid for by opposing political parties, or by third-party groups. Ballot — The piece of paper on which electors mark a vote for a candidate. Candidates are listed in alphabetical order on the ballot. The ballot also includes information about each candidate's political party, or if the candidate has registered as an independent. See also: special ballot.Canada Elections Act — The law that regulates federal elections. Commissioner of Canada Elections — An independent officer who investigates violations of the Canada Elections Act and the Referendum Act. The commissioner is independent of Elections Canada, however the commissioner is appointed to a 10-year term by the Chief Electoral Officer. The commissioner can't have been a candidate or have worked for a political party, either as an employee or contractor. Chief electoral officer — Person responsible for overseeing federal elections in Canada. This person is considered an independent agent of Parliament. Debate consortium — A group of broadcasters that agree to work together to broadcast and livestream debates between political leaders. The consortium negotiates the terms of the debates with political parties. Debates commissioner — For 2019, there is a Leaders' Debates Commission, established by the federal government, that will plan and hold two leaders debates, one in English and one in French, in early to mid-October. It is worth noting the commission will contract an organization, or a group of organizations to plan and run the debates.
Canadian National	With Canada’s 2019 federal election campaign officially underway, now is not the time to extinguish the climate debate—it’s time to ramp it up. A recent Globe and Mail opinion disparaged the emphasis on climate rhetoric as the upcoming election approaches. The contention between the Progressive Conservative and Liberal parties’ environmental platforms has led critics to condemn the fierce disagreement as diversion from traditional political civility. But political civility doesn’t achieve anything in the fight against the climate crisis. We don’t need compromise to reduce Canada’s carbon emissions and reach our 2015 Paris Agreement targets—we need bold, radical action.  If anything, when it comes to climate policy, the division between Canada’s four main parties is not distinct enough. The Liberals champion carbon pricing, but Prime Minister Trudeau’s government purchased the controversial Trans Mountain Pipeline. Green Party leader Elizabeth May is calling for Canada to move away from foreign oil (and oil in general), but is content to supplement that with the Alberta oil industry in the meantime.
Canadian National	"Poverty rates in Canada have fallen since the Liberals were elected, but by how much?As part of our federal election coverage, CBC News is assessing the truthfulness and accuracy of statements made by politicians and their parties.The Claim: ""Nine hundred thousand Canadians have been lifted out of poverty, including 300,000 children.""— Liberal Leader Justin Trudeau on his commitment to ""people working hard to join"" the middle class."
Canadian National	The federal election is officially underway, and that means more Canadians will be moving online to discuss, debate and prepare for the vote.But they'll be stepping into an environment that's been embroiled in the campaign for months, with messaging that ranges from disinformation to good old-fashioned politicking.Here's a look at some of the major players online, the kind of messages they're sharing and what voters can expect online over the next five weeks.
Canadian National	During the 2015 federal election, Liberal Leader Justin Trudeau coasted to victory in part thanks to Indigenous voters determined to evict former prime minister Stephen Harper and his Conservatives from office.Lori Campbell, a two-spirit Cree-Métis woman from the Sixties Scoop generation who is the director of the Shatitsirótha’ Waterloo Indigenous Student Centre at St. Paul’s University College, was one of many drawn in by Trudeau’s sunny ways.And yet, she says, the last four years have been something beyond disheartening.“It’s another one of those things that happen to people who don’t usually have a voice,” Campbell says.It was not one moment, she says, but a series of moments — including the issues that plagued the MMIWG inquiry — that solidified in 2018 when Trudeau’s government bought a pipeline for $4.5 billion and then defended his government’s environmental record.
Canadian National	“I’m afraid we will lose some Indigenous people, Indigenous voices that voted last time because of that and I think that’s a shame,” Campbell says.It’s part of the reason she’s tossed her hat in the ring this election — Campbell is running as the NDP candidate in Waterloo and is not the only Indigenous person to cite Trudeau’s leadership failures as a reason to run.Guy Gallant, a campaign spokesperson for Trudeau, said the the Liberals believe Canada’s most important relationship is with Indigenous people and that renewing that relationship and working to close “unacceptable gaps in outcomes in Indigenous communities” is something the party took “real and measurable action” on during its four years in power.With respect to the Trans Mountain pipeline, Gallant pointed to comments Trudeau made on Sept. 13, noting that “a better future” includes partnership with Indigenous people, not just consultation.“That’s why we are moving forward on proposals to allow indigenous communities and indigenous investors to purchase the Trans Mountain pipeline expansion, but that’s why at the same time we’re listening very carefully to the indigenous communities who have concerns,” Trudeau said.
Canadian National	Thus far in the federal election campaign, the issue of immigration has been debated mainly by not talking about it.Two of the biggest “media” stories have been:Controversy over a billboard campaign featuring a picture of People’s Party of Canada Leader Maxime Bernier, accompanied by the words: “Say NO to Mass Immigration”.Controversy over a Vancouver Sun column the paper ran criticizing ethnic diversity that it publicly denounced within hours of publishing it.In the case of the billboards, Bernier didn’t put them up but said he agreed with the sentiment. They were quickly taken down by those who erected them, saying they were responding to public complaints the message they contained was racist.
Company	Amazon is said to be developing a new payment system that allows customers to pay simply by waving their hand.The online retail giant is testing scanners that use biometric technology to identify people by the shape and size of their hands, with the hope of rolling them out in its Whole Foods stores later this year.Sensors are already being tested by Amazon workers on vending machines in the firm's New York offices, according to the New York Post.
Company	"Nearly a year after it began testing in Colombia, Facebook Dating is now available in the United States. The product, which is available to users 18 and older, will appear as a new tab within the Facebook mobile app. People who opt in to Dating can create a profile that's separate from their main Facebook profile with one tap and meet potential romantic partners among their friends of friends - or, if that makes you uncomfortable, completely outside of your existing friend network.Facebook says it will suggest matches for you based on preferences you express when you create your profile, along with your interests and Facebook activity. The app, which borrows many design elements from the dating app Hinge, allows you to send a ""like"" and a corresponding message to any profile you encounter on the service."
Company	Netflix made its name in originals with prestige shows like House of Cards, Unbreakable Kimmy Schmidt, and Orange Is the New Black, each of which got five or six seasons before its run finished. But lately, that's changed, with beloved newcomers like The OA and Tuca & Bertie getting pushed out the door as soon as they fail to perform. The move wouldn't be surprising coming from a network like ABC or CBS, but Netflix has positioned itself as different than traditional TV - and that includes taking risks on weirder, more niche shows. Suddenly, it's a risk the company seems less willing to take.
Company	Spotify is adding the ability to share whatever it is you're listening to with a snap on Snapchat - long after other platforms like Instagram already got this same type of integration. So long as Snapchat is installed on the same device you're using Spotify on, you'll now see it appear in Spotify's share menu
Company, General Tech (Various buzzwords)	"Apple isn't selling as many iPhones anymore, so the company is looking for new ways to make money off its software. Now, it looks like we'll soon get an up-close look at a key part of those plans. Apple is planning to hold one of its signature flashy events at its headquarters on March 25, when it will show off at two new product offerings, according to a new report from  BuzzFeed.Unlike other spring events, which tend to feature new iPads, BuzzFeed attests the event will be ""subscription services focused"" and that new iPads and AirPods are ""unlikely."" Instead, Apple will reveal two new, long-rumored subscription services: one for news and for streaming video."
Company, Finance	The company's stock price hit a record-high Tuesday morning, opening at $133.47 per share. That's above its previous high of $133.00 on Feb. 23, 2015 and an overall rise of more than 40 percent over the last year. Apple is now valued at more than $706.6 billion, outshining Alphabet's $574.9 billion and Amazon's $401.6 billion as of Tuesday morning.
Company, General Tech (Various buzzwords)	"Google is changing its news search algorithms again, in a move that's sure to annoy everybody. Today's announcement is that the company is going to try to emphasize ""original reporting,"" which it will ""elevate"" in its search results. To do so, it has distributed new instructions to its cadre of 10,000+ human reviewers, whose feedback helps train the Google algorithm that actually delivers search rankings."
Company, Gadgets	"The Tesla pickup truck, described by Elon Musk as ""the coolest car I've ever seen,"" is now looking at a November reveal at the earliest, according to a tweet from the Tesla CEO. The science-fiction inspired electric pickup truck had been expected to arrive this summer, or October at the latest, based on previous statements made by the notoriously optimistic Musk.Beyond an early concept image of a pickup shown at the unveiling of the Tesla Semi in 2017 and an image tweeted in May, little is known about the Tesla pickup truck. Musk described it as follows in a Recode interview with Kara Swisher last year:""It's gonna be like a really futuristic-like cyberpunk, ""Blade Runner"" pickup truck. It's gonna be awesome, it's gonna be amazing. This will be heart-stopping. It stops my heart. It's like, oh, it's great."""
